"Year","Media","Pais"
"1963","6.7","Faroe Islands"
"1963","26.78","Federated States Of Micronesia"
"1963","25.09","Fiji"
"1963","1.29","Finland"
"1963","12.07","France"
"1963","9.49","France (Europe)"
"1963","26.03","French Guiana"
"1963","26.17","French Polynesia"
"1963","4.4","French Southern And Antarctic Lands"
"1963","24.6","Gabon"
"1963","27.86","Gambia"
"1963","20.18","Gaza Strip"
"1963","8.64","Georgia"
"1963","7.22","Germany"
"1963","26.91","Ghana"
"1963","15.32","Greece"
"1963","-17.73","Greenland"
"1963","27.22","Grenada"
"1963","26.79","Guadeloupe"
"1963","26.79","Guam"
"1963","23.21","Guatemala"
"1963","9.8","Guernsey"
"1963","25.77","Guinea"
"1963","27.08","Guinea Bissau"
"1963","26.28","Guyana"
"1963","26.51","Haiti"
"1963","1.96","Heard Island And Mcdonald Islands"
"1963","24.79","Honduras"
"1963","23.14","Hong Kong"
"1963","9.37","Hungary"
"1963","1.57","Iceland"
"1963","24.1","India"
"1963","25.84","Indonesia"
"1963","18.26","Iran"
"1963","22.33","Iraq"
"1963","8.79","Ireland"
"1963","8.59","Isle Of Man"
"1963","20.6","Israel"
"1963","12.6","Italy"
"1963","26.12","Jamaica"
"1963","12.29","Japan"
"1963","9.8","Jersey"
"1963","20.34","Jordan"
"1963","6.68","Kazakhstan"
"1963","23.95","Kenya"
"1963","27.42","Kingman Reef"
"1963","27.06","Kiribati"
"1963","25.46","Kuwait"
"1963","4.44","Kyrgyzstan"
"1963","23.66","Laos"
"1963","4.62","Latvia"
"1963","18.51","Lebanon"
"1963","13.83","Lesotho"
"1963","25.73","Liberia"
"1963","23.03","Libya"
"1963","3.99","Liechtenstein"
"1963","5.29","Lithuania"
"1963","8.02","Luxembourg"
"1963","22.9","Macau"
"1963","10.73","Macedonia"
"1963","22.55","Madagascar"
"1963","21.11","Malawi"
"1963","26.02","Malaysia"
"1963","28.69","Mali"
"1963","18.61","Malta"
"1963","26.6","Martinique"
"1963","27.76","Mauritania"
"1963","23.15","Mauritius"
"1963","26.15","Mayotte"
"1963","20.88","Mexico"
"1963","8.74","Moldova"
"1963","8.48","Monaco"
"1963","0.45","Mongolia"
"1963","10.54","Montenegro"
"1963","26.84","Montserrat"
"1963","17.78","Morocco"
"1963","23.28","Mozambique"
"1963","20.56","Namibia"
"1963","14.91","Nepal"
"1963","8.26","Netherlands"
"1963","7.83","Netherlands (Europe)"
"1963","22.63","New Caledonia"
"1963","10.25","New Zealand"
"1963","26.11","Nicaragua"
"1963","27.96","Niger"
"1963","27.08","Nigeria"
"1963","25.01","Niue"
"1963","2.6","North America"
"1963","6.7","North Korea"
"1963","26.79","Northern Mariana Islands"
"1963","-0.18","Norway"
"1963","21.52","Oceania"
"1963","26.92","Oman"
"1963","21.25","Pakistan"
"1963","27.43","Palau"
"1963","23.44","Palestina"
"1963","27.46","Palmyra Atoll"
"1963","26.45","Panama"
"1963","24.47","Papua New Guinea"
"1963","24.33","Paraguay"
"1963","20.15","Peru"
"1963","26.49","Philippines"
"1963","6.74","Poland"
"1963","14.62","Portugal"
"1963","25.94","Puerto Rico"
"1963","26.9","Qatar"
"1963","22.96","Reunion"
"1963","8.71","Romania"
"1963","-5.01","Russia"
"1963","18.96","Rwanda"
"1963","27.05","Saint Barthélemy"
"1963","26.32","Saint Kitts And Nevis"
"1963","27.15","Saint Lucia"
"1963","27.05","Saint Martin"
"1963","4.62","Saint Pierre And Miquelon"
"1963","27.28","Saint Vincent And The Grenadines"
"1963","26.57","Samoa"
"1963","13.61","San Marino"
"1963","26.14","Sao Tome And Principe"
"1963","25.95","Saudi Arabia"
"1963","28.25","Senegal"
"1963","10","Serbia"
"1963","26.77","Seychelles"
"1963","26.35","Sierra Leone"
"1963","26.77","Singapore"
"1963","27.05","Sint Maarten"
"1963","7.17","Slovakia"
"1963","9.28","Slovenia"
"1963","26.56","Solomon Islands"
"1963","26.54","Somalia"
"1963","17.51","South Africa"
"1963","22.2","South America"
"1963","1.34","South Georgia And The South Sandwich Isla"
"1963","11.49","South Korea"
"1963","13.4","Spain"
"1963","27.11","Sri Lanka"
"1963","27.51","Sudan"
"1963","26.47","Suriname"
"1963","-9.51","Svalbard And Jan Mayen"
"1963","18.81","Swaziland"
"1963","2.35","Sweden"
"1963","6.32","Switzerland"
"1963","18.66","Syria"
"1963","22.03","Taiwan"
"1963","5.05","Tajikistan"
"1963","22.03","Tanzania"
"1963","26.13","Thailand"
"1963","25.58","Timor Leste"
"1963","27.03","Togo"
"1963","23.11","Tonga"
"1963","26.59","Trinidad And Tobago"
"1963","20.23","Tunisia"
"1963","12.28","Turkey"
"1963","15.9","Turkmenistan"
"1963","26.96","Turks And Caicas Islands"
"1963","22.88","Uganda"
"1963","7.41","Ukraine"
"1963","27.75","United Arab Emirates"
"1963","7.79","United Kingdom"
"1963","7.9","United Kingdom (Europe)"
"1963","9.08","United States"
"1963","17.5","Uruguay"
"1963","13.64","Uzbekistan"
"1963","25.42","Venezuela"
"1963","23.76","Vietnam"
"1963","26.8","Virgin Islands"
"1963","22.48","Western Sahara"
"1963","26.27","Yemen"
"1963","21.01","Zambia"
"1963","20.76","Zimbabwe"
"1964","13.08","Afghanistan"
"1964","23.99","Africa"
"1964","5.59","Åland"
"1964","12.52","Albania"
"1964","23.15","Algeria"
"1964","26.6","American Samoa"
"1964","11.54","Andorra"
"1964","21.69","Angola"
"1964","26.88","Anguilla"
"1964","26.71","Antigua And Barbuda"
"1964","14.43","Argentina"
"1964","8.06","Armenia"
"1964","28.08","Aruba"
"1964","7.23","Asia"
"1964","21.65","Australia"
"1964","6.2","Austria"
"1964","10.8","Azerbaijan"
"1964","25.45","Bahamas"
"1964","25.43","Bahrain"
"1964","25.58","Baker Island"
"1964","25.3","Bangladesh"
"1964","26.67","Barbados"
"1964","5.8","Belarus"
"1964","9.59","Belgium"
"1964","25.5","Belize"
"1964","27.05","Benin"
"1964","12.24","Bhutan"
"1964","20.84","Bolivia"
"1964","27.42","Bonaire, Saint Eustatius And Saba"
"1964","10.15","Bosnia And Herzegovina"
"1964","22.03","Botswana"
"1964","24.73","Brazil"
"1964","26.68","British Virgin Islands"
"1964","10.33","Bulgaria"
"1964","28.02","Burkina Faso"
"1964","24.05","Burma"
"1964","20","Burundi"
"1964","27.01","Cambodia"
"1964","24.29","Cameroon"
"1964","-5.46","Canada"
"1964","24.23","Cape Verde"
"1964","27.12","Cayman Islands"
"1964","25.15","Central African Republic"
"1964","26.98","Chad"
"1964","9.44","Chile"
"1964","6.75","China"
"1964","25.96","Christmas Island"
"1964","24.98","Colombia"
"1964","25.47","Comoros"
"1964","24.45","Congo"
"1964","23.67","Congo (Democratic Republic Of The)"
"1964","25.68","Costa Rica"
"1964","25.87","Côte D'Ivoire"
"1964","11.07","Croatia"
"1964","25.8","Cuba"
"1964","27.55","Curaçao"
"1964","18.61","Cyprus"
"1964","7.51","Czech Republic"
"1964","-18.04","Denmark"
"1964","7.82","Denmark (Europe)"
"1964","28.64","Djibouti"
"1964","26.39","Dominica"
"1964","25.81","Dominican Republic"
"1964","21.89","Ecuador"
"1964","22.47","Egypt"
"1964","25.14","El Salvador"
"1964","24.89","Equatorial Guinea"
"1964","26.31","Eritrea"
"1964","5.18","Estonia"
"1964","22.85","Ethiopia"
"1964","8","Europe"
"1964","5.98","Falkland Islands (Islas Malvinas)"
"1964","7.2","Faroe Islands"
"1964","26.61","Federated States Of Micronesia"
"1964","25.31","Fiji"
"1964","1.91","Finland"
"1964","12.99","France"
"1964","10.6","France (Europe)"
"1964","25.96","French Guiana"
"1964","25.96","French Polynesia"
"1964","4.23","French Southern And Antarctic Lands"
"1964","24.26","Gabon"
"1964","27.61","Gambia"
"1964","18.87","Gaza Strip"
"1964","7.68","Georgia"
"1964","8.24","Germany"
"1964","26.53","Ghana"
"1964","14.65","Greece"
"1964","-18.57","Greenland"
"1964","26.89","Grenada"
"1964","26.6","Guadeloupe"
"1964","26.79","Guam"
"1964","23.45","Guatemala"
"1964","10.92","Guernsey"
"1964","25.5","Guinea"
"1964","26.77","Guinea Bissau"
"1964","26.4","Guyana"
"1964","26.55","Haiti"
"1964","1.84","Heard Island And Mcdonald Islands"
"1964","24.98","Honduras"
"1964","22.9","Hong Kong"
"1964","9.31","Hungary"
"1964","2.45","Iceland"
"1964","24.07","India"
"1964","25.84","Indonesia"
"1964","16.91","Iran"
"1964","21.37","Iraq"
"1964","9.75","Ireland"
"1964","9.56","Isle Of Man"
"1964","19.33","Israel"
"1964","12.99","Italy"
"1964","26.41","Jamaica"
"1964","12.35","Japan"
"1964","10.92","Jersey"
"1964","19.02","Jordan"
"1964","4.97","Kazakhstan"
"1964","23.76","Kenya"
"1964","26.86","Kingman Reef"
"1964","26.43","Kiribati"
"1964","24.55","Kuwait"
"1964","2.7","Kyrgyzstan"
"1964","23.82","Laos"
"1964","5.51","Latvia"
"1964","17.33","Lebanon"
"1964","13.77","Lesotho"
"1964","25.41","Liberia"
"1964","22.25","Libya"
"1964","4.92","Liechtenstein"
"1964","5.9","Lithuania"
"1964","9.36","Luxembourg"
"1964","22.6","Macau"
"1964","10.23","Macedonia"
"1964","22.49","Madagascar"
"1964","21.25","Malawi"
"1964","26.04","Malaysia"
"1964","28.44","Mali"
"1964","18.5","Malta"
"1964","26.39","Martinique"
"1964","27.86","Mauritania"
"1964","23.12","Mauritius"
"1964","26.17","Mayotte"
"1964","20.59","Mexico"
"1964","8.84","Moldova"
"1964","9.46","Monaco"
"1964","-0.78","Mongolia"
"1964","10.1","Montenegro"
"1964","26.65","Montserrat"
"1964","17.98","Morocco"
"1964","23.44","Mozambique"
"1964","20.5","Namibia"
"1964","15.21","Nepal"
"1964","9.55","Netherlands"
"1964","9.15","Netherlands (Europe)"
"1964","23.02","New Caledonia"
"1964","10.39","New Zealand"
"1964","26.15","Nicaragua"
"1964","27.41","Niger"
"1964","26.63","Nigeria"
"1964","25.34","Niue"
"1964","1.93","North America"
"1964","7.06","North Korea"
"1964","26.79","Northern Mariana Islands"
"1964","0.61","Norway"
"1964","21.49","Oceania"
"1964","26.52","Oman"
"1964","20.14","Pakistan"
"1964","27.17","Palau"
"1964","23.27","Palestina"
"1964","26.88","Palmyra Atoll"
"1964","26.54","Panama"
"1964","24.6","Papua New Guinea"
"1964","23.1","Paraguay"
"1964","19.95","Peru"
"1964","26.72","Philippines"
"1964","7.25","Poland"
"1964","15.12","Portugal"
"1964","25.79","Puerto Rico"
"1964","26.26","Qatar"
"1964","22.92","Reunion"
"1964","8.54","Romania"
"1964","-5.79","Russia"
"1964","19.14","Rwanda"
"1964","26.88","Saint Barthélemy"
"1964","26.16","Saint Kitts And Nevis"
"1964","26.87","Saint Lucia"
"1964","26.88","Saint Martin"
"1964","4.2","Saint Pierre And Miquelon"
"1964","27","Saint Vincent And The Grenadines"
"1964","26.35","Samoa"
"1964","13.91","San Marino"
"1964","25.71","Sao Tome And Principe"
"1964","25.27","Saudi Arabia"
"1964","28.04","Senegal"
"1964","9.69","Serbia"
"1964","26.73","Seychelles"
"1964","26.03","Sierra Leone"
"1964","26.66","Singapore"
"1964","26.88","Sint Maarten"
"1964","7.27","Slovakia"
"1964","9.51","Slovenia"
"1964","26.73","Solomon Islands"
"1964","26.78","Somalia"
"1964","17.26","South Africa"
"1964","21.82","South America"
"1964","0.83","South Georgia And The South Sandwich Isla"
"1964","12.59","South Korea"
"1964","14.06","Spain"
"1964","27.24","Sri Lanka"
"1964","26.67","Sudan"
"1964","26.51","Suriname"
"1964","-7.53","Svalbard And Jan Mayen"
"1964","18.81","Swaziland"
"1964","3.03","Sweden"
"1964","7.39","Switzerland"
"1964","17.62","Syria"
"1964","22.4","Taiwan"
"1964","3.37","Tajikistan"
"1964","22.08","Tanzania"
"1964","26.24","Thailand"
"1964","26.13","Timor Leste"
"1964","26.72","Togo"
"1964","23.46","Tonga"
"1964","26.25","Trinidad And Tobago"
"1964","20.1","Tunisia"
"1964","11.27","Turkey"
"1964","14.16","Turkmenistan"
"1964","27.04","Turks And Caicas Islands"
"1964","22.81","Uganda"
"1964","7.46","Ukraine"
"1964","27.14","United Arab Emirates"
"1964","8.68","United Kingdom"
"1964","8.86","United Kingdom (Europe)"
"1964","8.49","United States"
"1964","16.53","Uruguay"
"1964","11.74","Uzbekistan"
"1964","25.36","Venezuela"
"1964","23.95","Vietnam"
"1964","26.68","Virgin Islands"
"1964","22.79","Western Sahara"
"1964","26.1","Yemen"
"1964","21.13","Zambia"
"1964","21.08","Zimbabwe"
"1965","14.1","Afghanistan"
"1965","23.97","Africa"
"1965","4.88","Åland"
"1965","12.38","Albania"
"1965","22.97","Algeria"
"1965","26.38","American Samoa"
"1965","11.03","Andorra"
"1965","21.82","Angola"
"1965","26.56","Anguilla"
"1965","26.42","Antigua And Barbuda"
"1965","14.91","Argentina"
"1965","8.5","Armenia"
"1965","28.05","Aruba"
"1965","7.4","Asia"
"1965","22.09","Australia"
"1965","5.64","Austria"
"1965","11.2","Azerbaijan"
"1965","25.19","Bahamas"
"1965","26.29","Bahrain"
"1965","25.45","Baker Island"
"1965","25.04","Bangladesh"
"1965","26.64","Barbados"
"1965","4.96","Belarus"
"1965","9.04","Belgium"
"1965","25.31","Belize"
"1965","27.05","Benin"
"1965","11.61","Bhutan"
"1965","21.23","Bolivia"
"1965","27.23","Bonaire, Saint Eustatius And Saba"
"1965","10.12","Bosnia And Herzegovina"
"1965","22.24","Botswana"
"1965","24.98","Brazil"
"1965","26.3","British Virgin Islands"
"1965","10.28","Bulgaria"
"1965","27.89","Burkina Faso"
"1965","23.84","Burma"
"1965","20.08","Burundi"
"1965","26.92","Cambodia"
"1965","24.33","Cameroon"
"1965","-5.52","Canada"
"1965","23.94","Cape Verde"
"1965","26.89","Cayman Islands"
"1965","25.27","Central African Republic"
"1965","26.89","Chad"
"1965","9.71","Chile"
"1965","6.8","China"
"1965","25.81","Christmas Island"
"1965","25.05","Colombia"
"1965","25.39","Comoros"
"1965","24.45","Congo"
"1965","23.69","Congo (Democratic Republic Of The)"
"1965","25.87","Costa Rica"
"1965","25.86","Côte D'Ivoire"
"1965","10.92","Croatia"
"1965","25.56","Cuba"
"1965","27.46","Curaçao"
"1965","18.92","Cyprus"
"1965","6.99","Czech Republic"
"1965","-17.03","Denmark"
"1965","7.31","Denmark (Europe)"
"1965","28.42","Djibouti"
"1965","26.22","Dominica"
"1965","25.57","Dominican Republic"
"1965","22.21","Ecuador"
"1965","22.76","Egypt"
"1965","25.33","El Salvador"
"1965","24.94","Equatorial Guinea"
"1965","26.66","Eritrea"
"1965","4.45","Estonia"
"1965","22.85","Ethiopia"
"1965","7.4","Europe"
"1965","6.39","Falkland Islands (Islas Malvinas)"
"1965","6.42","Faroe Islands"
"1965","26.58","Federated States Of Micronesia"
"1965","24.56","Fiji"
"1965","0.89","Finland"
"1965","12.5","France"
"1965","10.04","France (Europe)"
"1965","25.92","French Guiana"
"1965","26.21","French Polynesia"
"1965","4.67","French Southern And Antarctic Lands"
"1965","24.28","Gabon"
"1965","27.17","Gambia"
"1965","19.52","Gaza Strip"
"1965","8.18","Georgia"
"1965","7.63","Germany"
"1965","26.61","Ghana"
"1965","14.62","Greece"
"1965","-17.53","Greenland"
"1965","26.94","Grenada"
"1965","26.35","Guadeloupe"
"1965","26.86","Guam"
"1965","23.38","Guatemala"
"1965","10.57","Guernsey"
"1965","25.37","Guinea"
"1965","26.51","Guinea Bissau"
"1965","26.27","Guyana"
"1965","26.34","Haiti"
"1965","2.05","Heard Island And Mcdonald Islands"
"1965","25.04","Honduras"
"1965","23.02","Hong Kong"
"1965","9.09","Hungary"
"1965","1.44","Iceland"
"1965","24.09","India"
"1965","25.7","Indonesia"
"1965","17.75","Iran"
"1965","22.18","Iraq"
"1965","9.07","Ireland"
"1965","9.01","Isle Of Man"
"1965","19.94","Israel"
"1965","12.46","Italy"
"1965","26.27","Jamaica"
"1965","11.69","Japan"
"1965","10.57","Jersey"
"1965","19.75","Jordan"
"1965","6.24","Kazakhstan"
"1965","23.98","Kenya"
"1965","27.03","Kingman Reef"
"1965","26.69","Kiribati"
"1965","25.54","Kuwait"
"1965","4.1","Kyrgyzstan"
"1965","24.03","Laos"
"1965","4.73","Latvia"
"1965","17.9","Lebanon"
"1965","13.95","Lesotho"
"1965","25.3","Liberia"
"1965","22.12","Libya"
"1965","4.08","Liechtenstein"
"1965","5.19","Lithuania"
"1965","8.7","Luxembourg"
"1965","22.78","Macau"
"1965","10.14","Macedonia"
"1965","22.34","Madagascar"
"1965","20.98","Malawi"
"1965","25.92","Malaysia"
"1965","28.19","Mali"
"1965","18.37","Malta"
"1965","26.22","Martinique"
"1965","27.3","Mauritania"
"1965","23.27","Mauritius"
"1965","25.97","Mayotte"
"1965","20.73","Mexico"
"1965","8.43","Moldova"
"1965","8.72","Monaco"
"1965","0.13","Mongolia"
"1965","9.99","Montenegro"
"1965","26.38","Montserrat"
"1965","17.63","Morocco"
"1965","23.2","Mozambique"
"1965","20.57","Namibia"
"1965","14.74","Nepal"
"1965","9.11","Netherlands"
"1965","8.71","Netherlands (Europe)"
"1965","22.12","New Caledonia"
"1965","10.14","New Zealand"
"1965","26.28","Nicaragua"
"1965","27.17","Niger"
"1965","26.67","Nigeria"
"1965","24.72","Niue"
"1965","2.07","North America"
"1965","6.57","North Korea"
"1965","26.86","Northern Mariana Islands"
"1965","-0.34","Norway"
"1965","21.85","Oceania"
"1965","26.85","Oman"
"1965","20.5","Pakistan"
"1965","27.3","Palau"
"1965","22.9","Palestina"
"1965","27.06","Palmyra Atoll"
"1965","26.5","Panama"
"1965","24.03","Papua New Guinea"
"1965","23.48","Paraguay"
"1965","20.26","Peru"
"1965","26.56","Philippines"
"1965","6.44","Poland"
"1965","14.72","Portugal"
"1965","25.38","Puerto Rico"
"1965","27.07","Qatar"
"1965","22.93","Reunion"
"1965","8.36","Romania"
"1965","-5.91","Russia"
"1965","19.26","Rwanda"
"1965","26.56","Saint Barthélemy"
"1965","25.84","Saint Kitts And Nevis"
"1965","26.81","Saint Lucia"
"1965","26.56","Saint Martin"
"1965","4.33","Saint Pierre And Miquelon"
"1965","26.96","Saint Vincent And The Grenadines"
"1965","26.11","Samoa"
"1965","13.5","San Marino"
"1965","25.83","Sao Tome And Principe"
"1965","25.76","Saudi Arabia"
"1965","27.59","Senegal"
"1965","9.71","Serbia"
"1965","26.58","Seychelles"
"1965","25.9","Sierra Leone"
"1965","26.63","Singapore"
"1965","26.56","Sint Maarten"
"1965","6.69","Slovakia"
"1965","9.15","Slovenia"
"1965","26.28","Solomon Islands"
"1965","26.5","Somalia"
"1965","17.4","South Africa"
"1965","22.1","South America"
"1965","1.7","South Georgia And The South Sandwich Isla"
"1965","11.75","South Korea"
"1965","13.65","Spain"
"1965","27.09","Sri Lanka"
"1965","27.06","Sudan"
"1965","26.49","Suriname"
"1965","-7.64","Svalbard And Jan Mayen"
"1965","18.8","Swaziland"
"1965","1.87","Sweden"
"1965","6.47","Switzerland"
"1965","18.19","Syria"
"1965","22.25","Taiwan"
"1965","4.24","Tajikistan"
"1965","22.12","Tanzania"
"1965","26.34","Thailand"
"1965","25.72","Timor Leste"
"1965","26.8","Togo"
"1965","22.71","Tonga"
"1965","26.32","Trinidad And Tobago"
"1965","19.97","Tunisia"
"1965","11.67","Turkey"
"1965","15.32","Turkmenistan"
"1965","26.65","Turks And Caicas Islands"
"1965","23.03","Uganda"
"1965","7.1","Ukraine"
"1965","27.79","United Arab Emirates"
"1965","8.15","United Kingdom"
"1965","8.26","United Kingdom (Europe)"
"1965","8.65","United States"
"1965","17.62","Uruguay"
"1965","12.95","Uzbekistan"
"1965","25.29","Venezuela"
"1965","24.1","Vietnam"
"1965","26.3","Virgin Islands"
"1965","22.25","Western Sahara"
"1965","25.97","Yemen"
"1965","21.04","Zambia"
"1965","20.99","Zimbabwe"
"1966","14.34","Afghanistan"
"1966","24.3","Africa"
"1966","4.3","Åland"
"1966","13.2","Albania"
"1966","23.3","Algeria"
"1966","26.82","American Samoa"
"1966","11.58","Andorra"
"1966","22.1","Angola"
"1966","26.69","Anguilla"
"1966","26.59","Antigua And Barbuda"
"1966","14.68","Argentina"
"1966","10.84","Armenia"
"1966","28.24","Aruba"
"1966","7.42","Asia"
"1966","21.36","Australia"
"1966","6.87","Austria"
"1966","13.2","Azerbaijan"
"1966","24.95","Bahamas"
"1966","26.6","Bahrain"
"1966","25.77","Baker Island"
"1966","25.48","Bangladesh"
"1966","26.73","Barbados"
"1966","6.61","Belarus"
"1966","9.9","Belgium"
"1966","25.01","Belize"
"1966","27.24","Benin"
"1966","12.25","Bhutan"
"1966","21.21","Bolivia"
"1966","27.51","Bonaire, Saint Eustatius And Saba"
"1966","11.02","Bosnia And Herzegovina"
"1966","22.41","Botswana"
"1966","25.09","Brazil"
"1966","26.44","British Virgin Islands"
"1966","11.67","Bulgaria"
"1966","28.2","Burkina Faso"
"1966","24.4","Burma"
"1966","20.12","Burundi"
"1966","27.38","Cambodia"
"1966","24.5","Cameroon"
"1966","-5.14","Canada"
"1966","24.48","Cape Verde"
"1966","26.61","Cayman Islands"
"1966","25.36","Central African Republic"
"1966","27.01","Chad"
"1966","9.5","Chile"
"1966","6.96","China"
"1966","26","Christmas Island"
"1966","25.21","Colombia"
"1966","25.91","Comoros"
"1966","24.7","Congo"
"1966","23.88","Congo (Democratic Republic Of The)"
"1966","25.93","Costa Rica"
"1966","26.19","Côte D'Ivoire"
"1966","11.95","Croatia"
"1966","25.27","Cuba"
"1966","27.69","Curaçao"
"1966","19.65","Cyprus"
"1966","8.39","Czech Republic"
"1966","-18.31","Denmark"
"1966","7.46","Denmark (Europe)"
"1966","28.82","Djibouti"
"1966","26.36","Dominica"
"1966","25.8","Dominican Republic"
"1966","22.17","Ecuador"
"1966","23.37","Egypt"
"1966","25.06","El Salvador"
"1966","25.27","Equatorial Guinea"
"1966","27.05","Eritrea"
"1966","4.06","Estonia"
"1966","22.96","Ethiopia"
"1966","8.11","Europe"
"1966","5.87","Falkland Islands (Islas Malvinas)"
"1966","6.43","Faroe Islands"
"1966","26.85","Federated States Of Micronesia"
"1966","24.74","Fiji"
"1966","-0.26","Finland"
"1966","13.22","France"
"1966","10.87","France (Europe)"
"1966","26.16","French Guiana"
"1966","26.41","French Polynesia"
"1966","4.58","French Southern And Antarctic Lands"
"1966","24.6","Gabon"
"1966","27.72","Gambia"
"1966","20.1","Gaza Strip"
"1966","10.49","Georgia"
"1966","8.65","Germany"
"1966","26.91","Ghana"
"1966","15.66","Greece"
"1966","-18.84","Greenland"
"1966","27.06","Grenada"
"1966","26.52","Guadeloupe"
"1966","26.99","Guam"
"1966","23.15","Guatemala"
"1966","11.48","Guernsey"
"1966","25.62","Guinea"
"1966","26.93","Guinea Bissau"
"1966","26.45","Guyana"
"1966","26.51","Haiti"
"1966","2.37","Heard Island And Mcdonald Islands"
"1966","24.79","Honduras"
"1966","23.55","Hong Kong"
"1966","10.55","Hungary"
"1966","1.09","Iceland"
"1966","24.44","India"
"1966","25.94","Indonesia"
"1966","18.4","Iran"
"1966","23.08","Iraq"
"1966","9.63","Ireland"
"1966","9.48","Isle Of Man"
"1966","20.51","Israel"
"1966","13.04","Italy"
"1966","26.18","Jamaica"
"1966","12.13","Japan"
"1966","11.48","Jersey"
"1966","20.32","Jordan"
"1966","5.78","Kazakhstan"
"1966","24.22","Kenya"
"1966","27.39","Kingman Reef"
"1966","27.06","Kiribati"
"1966","26.15","Kuwait"
"1966","3.74","Kyrgyzstan"
"1966","24.54","Laos"
"1966","5.02","Latvia"
"1966","18.65","Lebanon"
"1966","14.28","Lesotho"
"1966","25.58","Liberia"
"1966","22.51","Libya"
"1966","5.1","Liechtenstein"
"1966","6.05","Lithuania"
"1966","9.67","Luxembourg"
"1966","23.32","Macau"
"1966","11.18","Macedonia"
"1966","22.92","Madagascar"
"1966","21.69","Malawi"
"1966","26.17","Malaysia"
"1966","28.75","Mali"
"1966","18.61","Malta"
"1966","26.36","Martinique"
"1966","27.99","Mauritania"
"1966","23.63","Mauritius"
"1966","26.64","Mayotte"
"1966","20.39","Mexico"
"1966","10.39","Moldova"
"1966","9.37","Monaco"
"1966","-0.57","Mongolia"
"1966","10.82","Montenegro"
"1966","26.56","Montserrat"
"1966","17.95","Morocco"
"1966","23.88","Mozambique"
"1966","20.79","Namibia"
"1966","15.39","Nepal"
"1966","9.83","Netherlands"
"1966","9.43","Netherlands (Europe)"
"1966","22.2","New Caledonia"
"1966","10.39","New Zealand"
"1966","26.19","Nicaragua"
"1966","27.41","Niger"
"1966","26.78","Nigeria"
"1966","25.13","Niue"
"1966","2.01","North America"
"1966","6.7","North Korea"
"1966","26.99","Northern Mariana Islands"
"1966","-1.05","Norway"
"1966","21.22","Oceania"
"1966","26.94","Oman"
"1966","20.56","Pakistan"
"1966","27.41","Palau"
"1966","23.22","Palestina"
"1966","27.42","Palmyra Atoll"
"1966","26.58","Panama"
"1966","24.48","Papua New Guinea"
"1966","23.54","Paraguay"
"1966","20.24","Peru"
"1966","26.96","Philippines"
"1966","8.16","Poland"
"1966","15","Portugal"
"1966","25.63","Puerto Rico"
"1966","27.21","Qatar"
"1966","23.41","Reunion"
"1966","9.93","Romania"
"1966","-6.31","Russia"
"1966","19.27","Rwanda"
"1966","26.69","Saint Barthélemy"
"1966","26.01","Saint Kitts And Nevis"
"1966","26.93","Saint Lucia"
"1966","26.69","Saint Martin"
"1966","5.38","Saint Pierre And Miquelon"
"1966","27.08","Saint Vincent And The Grenadines"
"1966","26.49","Samoa"
"1966","14.27","San Marino"
"1966","26.17","Sao Tome And Principe"
"1966","26.2","Saudi Arabia"
"1966","28.19","Senegal"
"1966","10.82","Serbia"
"1966","26.95","Seychelles"
"1966","26.17","Sierra Leone"
"1966","26.89","Singapore"
"1966","26.69","Sint Maarten"
"1966","8.38","Slovakia"
"1966","10.26","Slovenia"
"1966","26.54","Solomon Islands"
"1966","26.81","Somalia"
"1966","17.81","South Africa"
"1966","22.12","South America"
"1966","1.04","South Georgia And The South Sandwich Isla"
"1966","12.02","South Korea"
"1966","13.97","Spain"
"1966","27.42","Sri Lanka"
"1966","27.38","Sudan"
"1966","26.64","Suriname"
"1966","-8.8","Svalbard And Jan Mayen"
"1966","19.17","Swaziland"
"1966","1.19","Sweden"
"1966","7.44","Switzerland"
"1966","19.23","Syria"
"1966","22.72","Taiwan"
"1966","4.51","Tajikistan"
"1966","22.47","Tanzania"
"1966","26.82","Thailand"
"1966","26.04","Timor Leste"
"1966","27.04","Togo"
"1966","22.98","Tonga"
"1966","26.51","Trinidad And Tobago"
"1966","20.22","Tunisia"
"1966","13.41","Turkey"
"1966","15.86","Turkmenistan"
"1966","26.89","Turks And Caicas Islands"
"1966","23.11","Uganda"
"1966","9.35","Ukraine"
"1966","27.9","United Arab Emirates"
"1966","8.56","United Kingdom"
"1966","8.73","United Kingdom (Europe)"
"1966","8.48","United States"
"1966","16.9","Uruguay"
"1966","13.28","Uzbekistan"
"1966","25.54","Venezuela"
"1966","24.52","Vietnam"
"1966","26.44","Virgin Islands"
"1966","22.77","Western Sahara"
"1966","26.48","Yemen"
"1966","21.67","Zambia"
"1966","21.41","Zimbabwe"
"1967","13.66","Afghanistan"
"1967","23.93","Africa"
"1967","5.88","Åland"
"1967","12.62","Albania"
"1967","22.86","Algeria"
"1967","26.42","American Samoa"
"1967","11.61","Andorra"
"1967","21.78","Angola"
"1967","26.48","Anguilla"
"1967","26.34","Antigua And Barbuda"
"1967","15.05","Argentina"
"1967","8.09","Armenia"
"1967","27.95","Aruba"
"1967","7.72","Asia"
"1967","21.63","Australia"
"1967","6.84","Austria"
"1967","11.01","Azerbaijan"
"1967","25.32","Bahamas"
